,slab,eta,pH,dict_ads,R_CO(g),R_CH2O(g),R_CH3OH(l),R_CH4(g)
1510,Cu3Sn1,-0.8,5,"{'*CO': 0.999948982850411, '*CHO': 4.7575547163984177e-05, '*COH': 3.4532069199771343e-10, '*CH2O': 1.0400972608766274e-13, '*CHOH': 7.405442636178724e-11, '*C': 3.657099567228292e-12, '*CH3O': 8.420700646741049e-13, '*CH2OH': 7.690942019378417e-10, '*CH': 6.191710236191272e-14, '*O': 1.780779478293357e-18, '*CH3OH': 3.628460269930292e-11, '*CH2': 7.328097099855578e-13, '*OH': 3.4403142161021774e-06, '*CH3': 4.963590231690231e-11, '*H2O': 6.393146813667548e-18, '*CH4': 2.53869454204566e-17}",-1.5084202580966917,0.6461539738449984,0.8621907247943632,0.00012682278027588894
1511,Cu3Sn1,-0.8,6,"{'*CO': 0.9999946920381353, '*CHO': 5.156606889550063e-06, '*COH': 3.4376989005906123e-11, '*CH2O': 4.257485355240602e-15, '*CHOH': 4.6774562269319825e-12, '*C': 3.7538000702888583e-13, '*CH3O': 4.0876699092750945e-14, '*CH2OH': 5.039803835505691e-11, '*CH': 3.812270884858415e-15, '*O': 6.872857429616514e-20, '*CH3OH': 1.284460586252659e-12, '*CH2': 4.3626464034293915e-14, '*OH': 1.512524439125668e-07, '*CH3': 3.1386048458263346e-12, '*H2O': 5.3503981529931015e-19, '*CH4': 7.685751827207301e-19}",-0.05699779588144338,0.026449363769663,0.030521210691174205,3.336779027734953e-06
1512,Cu3Sn1,-0.7,0,"{'*CO': 0.9974874784011951, '*CHO': 0.0012445040711956702, '*COH': 6.525808415799768e-07, '*CH2O': 5.241690706685692e-11, '*CHOH': 1.0164657708711215e-08, '*C': 6.138802418218289e-09, '*CH3O': 2.53649520439328e-10, '*CH2OH': 9.003809413727135e-08, '*CH': 2.357957525152861e-11, '*O': 1.1863652629687645e-15, '*CH3OH': 2.7574204121619077e-08, '*CH2': 2.4580146149281446e-10, '*OH': 0.0012672169158424215, '*CH3': 1.3373471745278072e-08, '*H2O': 4.7758032159618504e-14, '*CH4': 6.837765932704871e-14}",-981.3906055641708,325.6367848653631,655.2151951136896,0.5387541253322397
1513,Cu3Sn1,-0.7,1,"{'*CO': 0.9986729055881265, '*CHO': 0.0009080599402859628, '*COH': 6.990072842942296e-08, '*CH2O': 1.565926699296062e-11, '*CHOH': 4.376275632974605e-09, '*C': 6.871484436747487e-10, '*CH3O': 8.781636371154957e-11, '*CH2OH': 4.091465296508555e-08, '*CH': 5.268670284150632e-12, '*O': 3.1089257202757363e-16, '*CH3OH': 7.315533449710474e-09, '*CH2': 6.048703329720722e-11, '*OH': 0.0004189075190174311, '*CH3': 3.537164157257489e-09, '*H2O': 6.3537812737932134e-15, '*CH4': 9.219881368024536e-15}",-271.1851709899006,97.28222518799151,173.8308984539179,0.07210157855301857
1514,Cu3Sn1,-0.7,2,"{'*CO': 0.9994628207625488, '*CHO': 0.0004471994642400017, '*COH': 7.0630250386025826e-09, '*CH2O': 3.369035977926177e-12, '*CHOH': 1.2602857494891559e-09, '*C': 7.26480191779045e-11, '*CH3O': 2.2048332647259363e-11, '*CH2OH': 1.2373397230516328e-08, '*CH': 1.1714035274467448e-12, '*O': 5.988596719869441e-17, '*CH3OH': 1.2619476837076117e-09, '*CH2': 1.4013649477752752e-11, '*OH': 8.995681022851804e-05, '*CH3': 8.74703331402046e-10, '*H2O': 5.397977359671138e-16, '*CH4': 1.1405314025965946e-15}",-50.92391192801925,20.929927104403625,29.986261585532983,0.007386498833630786
1515,Cu3Sn1,-0.7,3,"{'*CO': 0.9999016590614096, '*CHO': 8.980991733693353e-05, '*COH': 7.052997129448326e-10, '*CH2O': 2.640891378569599e-13, '*CHOH': 1.6509509298022184e-10, '*C': 7.409798476881737e-12, '*CH3O': 2.030998024235142e-12, '*CH2OH': 1.6933443358481321e-09, '*CH': 1.4018117211262385e-13, '*O': 4.4760146542117195e-18, '*CH3OH': 9.621022124969301e-11, '*CH2': 1.671694346289653e-12, '*OH': 8.528229887875433e-06, '*CH3': 1.1108908465046837e-10, '*H2O': 2.029698226744735e-17, '*CH4': 7.10981127928091e-17}",-3.9269110342696507,1.6406373931967808,2.286136659103959,0.00037492737739512334
1516,Cu3Sn1,-0.7,4,"{'*CO': 0.9999891834238992, '*CHO': 1.0411065384389264e-05, '*COH': 7.023552598568645e-11, '*CH2O': 1.1652043200086209e-14, '*CHOH': 1.1167515316853158e-11, '*C': 7.591212004984859e-13, '*CH3O': 1.0604076608989498e-13, '*CH2OH': 1.190318489710366e-10, '*CH': 9.141449262116904e-15, '*O': 1.911014872798888e-19, '*CH3OH': 3.680260688166823e-12, '*CH2': 1.0585325913601656e-13, '*OH': 4.0528992867745007e-07, '*CH3': 7.476357096915513e-12, '*H2O': 7.959945405866638e-19, '*CH4': 2.304456003190778e-18}",-0.16004584519553333,0.07238759585621445,0.08744994830062491,1.0390810005207094e-05
1517,Cu3Sn1,-0.7,5,"{'*CO': 0.9999989236099189, '*CHO': 1.0600188720409749e-06, '*COH': 6.989276728932461e-12, '*CH2O': 4.4033912438632817e-16, '*CHOH': 6.606918518128605e-13, '*C': 7.827694652311968e-14, '*CH3O': 4.7751947391868115e-15, '*CH2OH': 7.278843105404978e-12, '*CH': 5.393655432594022e-16, '*O': 6.922286697923964e-21, '*CH3OH': 1.1960499958670704e-13, '*CH2': 5.9869442557364666e-15, '*OH': 1.6347442502938858e-08, '*CH3': 4.4837295267292214e-13, '*H2O': 4.409689128453486e-19, '*CH4': 6.530546539771771e-20}",-0.005743570901969974,0.0027355795055343628,0.002842040799985763,2.64919679020155e-07
1518,Cu3Sn1,-0.7,6,"{'*CO': 0.9999998934445964, '*CHO': 1.0592122224877246e-07, '*COH': 6.953389600504137e-13, '*CH2O': 1.5926632954263546e-17, '*CHOH': 3.8205791423607504e-14, '*C': 8.127837011314899e-15, '*CH3O': 2.0724202210917119e-16, '*CH2OH': 4.3268872174867504e-13, '*CH': 3.2236320747895597e-17, '*O': 2.504426919156306e-22, '*CH3OH': 3.690013910976429e-15, '*CH2': 3.3888969439459824e-16, '*OH': 6.247972495031582e-10, '*CH3': 2.6835659290669055e-14, '*H2O': 4.355774942234974e-19, '*CH4': 1.8121033821433085e-21}",-0.00017654018529356108,9.894321964365585e-05,8.768170330461331e-05,6.889586056967753e-09
1519,Cu3Sn1,-0.6,0,"{'*CO': 0.9992369982334179, '*CHO': 0.0006056676712022585, '*COH': 1.4395465067717536e-08, '*CH2O': 5.827727622386821e-12, '*CHOH': 2.023039828289204e-09, '*C': 1.4275930866841223e-10, '*CH3O': 3.633114849584556e-11, '*CH2OH': 1.957417430244857e-08, '*CH': 1.987659882455083e-12, '*O': 1.0687459771303836e-16, '*CH3OH': 2.381303633155767e-09, '*CH2': 2.3677027318842227e-11, '*OH': 0.00015729403875876593, '*CH3': 1.448940527073614e-09, '*H2O': 1.259883237380837e-15, '*CH4': 2.3459924073274056e-15}",-92.80478818320475,36.20439648612988,56.58427411871496,0.01612611658996088
1520,Cu3Sn1,-0.6,1,"{'*CO': 0.9998195789724067, '*CHO': 0.0001604700470736893, '*COH': 1.4402110719776655e-09, '*CH2O': 6.331511029946742e-13, '*CHOH': 3.4822883690865736e-10, '*C': 1.5020233704218246e-11, '*CH3O': 4.62849470551428e-12, '*CH2OH': 3.525640641586256e-09, '*CH': 3.0171180649492727e-13, '*O': 1.0999460565025723e-17, '*CH3OH': 2.406946918418462e-10, '*CH2': 3.619184633244675e-12, '*OH': 1.9945155890780204e-05, '*CH3': 2.3591918019884844e-10, '*H2O': 6.280320515678956e-17, '*CH4': 1.8859544277680733e-16}",-9.653681479865234,3.933411966680298,5.719360703300855,0.0010547307615167156
1521,Cu3Sn1,-0.6,2,"{'*CO': 0.9999781113825698, '*CHO': 2.0816169902502303e-05, '*COH': 1.43489531705494e-10, '*CH2O': 3.1504975469894104e-14, '*CHOH': 2.639384595343798e-11, '*C': 1.5361201714094953e-12, '*CH3O': 2.7194909438540244e-13, '*CH2OH': 2.781555566072255e-10, '*CH': 2.1767133112963456e-14, '*O': 5.260890871799955e-19, '*CH3OH': 1.040942782481828e-11, '*CH2': 2.5473582033940957e-13, '*OH': 1.0719610538686818e-06, '*CH3': 1.7659414674381152e-11, '*H2O': 1.7222861562288896e-18, '*CH4': 6.8389804605438406e-18}",-0.44339327587869093,0.19572270653423007,0.24734767513789274,3.2186372881046874e-05
1522,Cu3Sn1,-0.6,3,"{'*CO': 0.9999977967851129, '*CHO': 2.158664598130299e-06, '*COH': 1.4280908817972005e-11, '*CH2O': 1.2221027024679042e-15, '*CHOH': 1.5924646490674554e-12, '*C': 1.5806653641427364e-13, '*CH3O': 1.2543373013567533e-14, '*CH2OH': 1.7375600382874788e-11, '*CH': 1.296515090270368e-15, '*O': 1.9409858828004562e-20, '*CH3OH': 3.4812419588834865e-13, '*CH2': 1.4599874399758103e-14, '*OH': 4.4507248510364624e-08, '*CH3': 1.0740556360439342e-12, '*H2O': 4.556850806042731e-19, '*CH4': 1.9771172989244275e-19}",-0.01614661248476068,0.007592237258473228,0.0082720887220076,8.246294064096974e-07
1523,Cu3Sn1,-0.6,4,"{'*CO': 0.9999997820078739, '*CHO': 2.1625617053036315e-07, '*COH': 1.420841605693848e-12, '*CH2O': 4.4661405455116364e-17, '*CHOH': 9.243860399762917e-14, '*C': 1.6377118703257926e-14, '*CH3O': 5.488519426185573e-16, '*CH2OH': 1.038591758351123e-12, '*CH': 7.687775891607867e-17, '*O': 6.963539701397429e-22, '*CH3OH': 1.0879272691360578e-14, '*CH2': 8.229663374850739e-16, '*OH': 1.7251319638701978e-09, '*CH3': 6.407317579832264e-14, '*H2O': 4.357915424117129e-19, '*CH4': 5.5005378940398615e-21}",-0.000871921461659042,0.000277456212008515,0.0002585120770022901,2.1261252050946926e-08
1524,Cu3Sn1,-0.6,5,"{'*CO': 0.9999999783667829, '*CHO': 2.1557830860483452e-08, '*COH': 1.413419725714268e-13, '*CH2O': 1.5838566167361244e-18, '*CHOH': 5.318222634631185e-15, '*C': 1.6275568526122466e-15, '*CH3O': 2.346763025344595e-17, '*CH2OH': 6.119052641032429e-14, '*CH': 4.855894991434435e-18, '*O': 2.755565967632821e-23, '*CH3OH': 3.2724225338838913e-16, '*CH2': 4.855101689826149e-17, '*OH': 6.69935815353875e-11, '*CH3': 3.9918487474685215e-15, '*H2O': 4.355039634255818e-19, '*CH4': 1.5665948343826188e-22}",-0.0001722252838476379,9.839611019090406e-06,7.775894308957014e-06,5.798663089236405e-10
1525,Cu3Sn1,-0.6,6,"{'*CO': 0.9999999978423958, '*CHO': 2.146909518787626e-09, '*COH': 1.4059661090483796e-14, '*CH2O': 5.472426846932489e-20, '*CHOH': 3.0448753921456186e-16, '*C': 1.6346218391021967e-16, '*CH3O': 9.844048728442795e-19, '*CH2OH': 3.567717592623026e-15, '*CH': 3.1753117606220085e-19, '*O': 2.1091584231249064e-24, '*CH3OH': 9.511381708370253e-18, '*CH2': 2.9411957579330236e-18, '*OH': 2.497562442465089e-12, '*CH3': 2.438368978879565e-16, '*H2O': 4.354998299628764e-19, '*CH4': 4.480477155941329e-24}",-0.0001712357267678044,3.3997112450245295e-07,2.2600840243162268e-07,1.619906194199501e-11
1526,Cu3Sn1,-0.5,0,"{'*CO': 0.999956324863877, '*CHO': 4.089719618024647e-05, '*COH': 2.9312028952493277e-10, '*CH2O': 8.350188153419369e-14, '*CHOH': 6.127152102927942e-11, '*C': 3.1102919641027085e-12, '*CH3O': 6.84119702740589e-13, '*CH2OH': 6.381151017062323e-10, '*CH': 5.1077347779260266e-14, '*O': 1.4226680937444183e-18, '*CH3OH': 2.8838888726222655e-11, '*CH2': 6.033420211973206e-13, '*OH': 2.7768646474538426e-06, '*CH3': 4.1044931397434097e-11, '*H2O': 4.927164017596583e-18, '*CH4': 1.993515433300744e-17}",-1.2038810560937918,0.5187502612147874,0.6852664911114925,9.842764645041764e-05
1527,Cu3Sn1,-0.5,1,"{'*CO': 0.9999954943763308, '*CHO': 4.385059906324431e-06, '*COH': 2.917874584516673e-11, '*CH2O': 3.375216169852431e-15, '*CHOH': 3.82726522728188e-12, '*C': 3.193986497308536e-13, '*CH3O': 3.280956164200328e-14, '*CH2OH': 4.1336960407720276e-11, '*CH': 3.117594270565548e-15, '*O': 5.430575407191586e-20, '*CH3OH': 1.0075189751651043e-12, '*CH2': 3.5574458208343326e-14, '*OH': 1.204772620055899e-07, '*CH3': 2.5700767429973394e-12, '*H2O': 5.094758460101463e-19, '*CH4': 5.968354111907807e-19}",-0.04523180314355102,0.02096832116352179,0.023940554693144368,2.5704992270156193e-06
1528,Cu3Sn1,-0.5,2,"{'*CO': 0.9999995538803061, '*CHO': 4.4136396392608283e-07, '*COH': 2.9032790740279452e-12, '*CH2O': 1.2489328478456837e-16, '*CHOH': 2.2348857384837592e-13, '*C': 3.302129898669689e-14, '*CH3O': 1.4505073753178753e-15, '*CH2OH': 2.4897872731899924e-12, '*CH': 1.8391353237321378e-16, '*O': 1.9481706211875322e-21, '*CH3OH': 3.1961655612509133e-14, '*CH2': 2.0024626028208606e-15, '*OH': 4.741712498289578e-09, '*CH3': 1.5323999180753752e-13, '*H2O': 4.365894074619822e-19, '*CH4': 1.669417452899684e-20}",-0.0015732318069510143,0.0007758917872938836,0.0007594693332195831,6.580036504899021e-08
1529,Cu3Sn1,-0.5,3,"{'*CO': 0.9999999557753488, '*CHO': 4.402984307098263e-08, '*COH': 2.8882114613718976e-13, '*CH2O': 4.466930782739096e-18, '*CHOH': 1.288279178654231e-14, '*C': 3.2755842587354188e-15, '*CH3O': 6.241481414079851e-17, '*CH2OH': 1.4722715667559048e-13, '*CH': 1.148944865458674e-17, '*O': 7.281482852156681e-23, '*CH3OH': 9.720475314930943e-16, '*CH2': 1.172346018365095e-16, '*OH': 1.8616639070586906e-10, '*CH3': 9.474890860780803e-15, '*H2O': 4.355156199209506e-19, '*CH4': 4.750905719844593e-22}",-0.00017337315598098257,2.7750530500625762e-05,2.3097686163412326e-05,1.7780908603507206e-09
1530,Cu3Sn1,-0.5,4,"{'*CO': 0.9999999955990423, '*CHO': 4.385727177442438e-09, '*COH': 2.872998753821858e-14, '*CH2O': 1.5557204873653545e-19, '*CHOH': 7.386167808237126e-16, '*C': 3.283791063863284e-16, '*CH3O': 2.6334127358937566e-18, '*CH2OH': 8.610995587439685e-15, '*CH': 7.406134488063595e-19, '*O': 4.12651063380483e-24, '*CH3OH': 2.855175230058532e-17, '*CH2': 7.022795694053141e-18, '*OH': 7.01265281332579e-12, '*CH3': 5.736174327652785e-16, '*H2O': 4.354999927947581e-19, '*CH4': 1.3529561068982728e-23}",-0.00017134971169951996,9.664817060050298e-07,6.784435870552804e-07,4.920074079909839e-11
1531,Cu3Sn1,-0.5,5,"{'*CO': 0.9999999995549376, '*CHO': 4.3663324712550355e-10, '*COH': 2.8578896787195e-15, '*CH2O': 5.281330418949591e-21, '*CHOH': 4.215959633355482e-17, '*C': 3.460324229842635e-17, '*CH3O': 1.0905514388808987e-19, '*CH2OH': 4.985938872610293e-16, '*CH': 4.898461467191611e-20, '*O': 6.977275350425175e-25, '*CH3OH': 8.106325296062297e-19, '*CH2': 4.2919725870374156e-19, '*OH': 2.469846904669506e-13, '*CH3': 3.551241630911744e-17, '*H2O': 4.354997750682074e-19, '*CH4': 3.8436221025069036e-25}",-0.00017114871241830087,3.280993774098145e-08,1.9262160703126853e-08,1.3770215243195177e-12
1532,Cu3Sn1,-0.5,6,"{'*CO': 0.999999999948356, '*CHO': 4.345643746934753e-11, '*COH': 2.843115325379333e-16, '*CH2O': 1.747934292521063e-22, '*CHOH': 2.393891156870606e-18, '*C': 3.674194553346687e-18, '*CH3O': 4.433461636390647e-21, '*CH2OH': 2.855679864089149e-17, '*CH': 3.437093855506901e-21, '*O': 2.127941199741659e-25, '*CH3OH': 2.222674489642396e-20, '*CH2': 2.759844801286954e-20, '*OH': 8.393908409548361e-15, '*CH3': 2.3816750677212336e-18, '*H2O': 4.354997722536707e-19, '*CH4': 1.1232890913853936e-26}",-0.00017112872280478086,1.0858933405713488e-09,5.281494591763946e-10,3.9962615043344414e-14
1533,Cu3Sn1,-0.4,0,"{'*CO': 0.9999990867834097, '*CHO': 9.002133707637719e-07, '*COH': 5.9323172756698636e-12, '*CH2O': 3.4819401090732066e-16, '*CHOH': 5.397724503182005e-13, '*C': 6.662582311076039e-14, '*CH3O': 3.8242768821667055e-15, '*CH2OH': 5.959423586483757e-12, '*CH': 4.411329808856279e-16, '*O': 5.4633102235009894e-21, '*CH3OH': 9.35392332814402e-14, '*CH2': 4.879628808450047e-15, '*OH': 1.298207194320109e-08, '*CH3': 3.6693086363642825e-13, '*H2O': 4.395494606402082e-19, '*CH4': 5.0634627516785965e-20}",-0.004355841707543107,0.0021631337018152294,0.00222266893778565,2.0421715727930133e-07
1534,Cu3Sn1,-0.4,1,"{'*CO': 0.9999999095794946, '*CHO': 8.991654934335746e-08, '*COH': 5.901788481013048e-13, '*CH2O': 1.256633606255326e-17, '*CHOH': 3.1191967961736134e-14, '*C': 6.921512742881105e-15, '*CH3O': 1.6569177745206197e-16, '*CH2OH': 3.5387461622667345e-13, '*CH': 2.642086429096226e-17, '*O': 1.983629930601691e-22, '*CH3OH': 2.8778674627564106e-15, '*CH2': 2.7655665048392437e-16, '*OH': 4.947699857773543e-10, '*CH3': 2.1984081468815147e-14, '*H2O': 4.355571263747103e-19, '*CH4': 1.4045728323231734e-21}",-0.00017572037013735553,7.806758357047186e-05,6.838356903446909e-05,5.322141715486476e-09
1535,Cu3Sn1,-0.4,2,"{'*CO': 0.999999991013951, '*CHO': 8.95880606604939e-09, '*COH': 5.87078768234821e-14, '*CH2O': 4.411837957609269e-19, '*CHOH': 1.7909610897511428e-15, '*C': 6.601557613366043e-16, '*CH3O': 7.032160293286627e-18, '*CH2OH': 2.0763454099718706e-14, '*CH': 1.6948211328631314e-18, '*O': 9.051662905286943e-24, '*CH3OH': 8.542988498914241e-17, '*CH2': 1.650154082839232e-17, '*OH': 1.8980767186491936e-11, '*CH3': 1.3826243199102592e-15, '*H2O': 4.355005856096117e-19, '*CH4': 4.0117946793305586e-23}",-0.00017158268046557623,2.740826974072354e-06,2.0299754986514665e-06,1.468750965423503e-10
1536,Cu3Sn1,-0.4,3,"{'*CO': 0.999999999099086, '*CHO': 8.920290720007997e-10, '*COH': 5.8398468220015786e-15, '*CH2O': 1.509584882563617e-20, '*CHOH': 1.0236745248890594e-16, '*C': 6.940219745407131e-17, '*CH3O': 2.928948880556825e-19, '*CH2OH': 1.206006654647459e-15, '*CH': 1.1289832380164176e-19, '*O': 1.0863456588359562e-24, '*CH3OH': 2.451180577905243e-18, '*CH2': 1.0147200307422894e-18, '*OH': 6.986822834016531e-13, '*CH3': 8.635528981799053e-17, '*H2O': 4.354997832606634e-19, '*CH4': 1.1547598966324083e-24}",-0.00017117187426407554,9.378202476013612e-08,5.8244682367890134e-08,4.151692734584688e-12
1537,Cu3Sn1,-0.4,4,"{'*CO': 0.9999999999030085, '*CHO': 8.878809001342868e-11, '*COH': 5.809445423825031e-16, '*CH2O': 5.035592210446092e-22, '*CHOH': 5.823389351942432e-18, '*C': 7.351754935586033e-18, '*CH3O': 1.1975431355249979e-20, '*CH2OH': 6.932384546751328e-17, '*CH': 7.773463304832175e-21, '*O': 3.020655726112884e-25, '*CH3OH': 6.795526385256393e-20, '*CH2': 6.417386713597611e-20, '*OH': 2.4014459722762526e-14, '*CH3': 5.468315251681035e-18, '*H2O': 4.354997723512915e-19, '*CH4': 3.342418129730825e-26}",-0.00017113102691723725,3.128330435848164e-09,1.6147454797888662e-09,1.1910125439992777e-13
1538,Cu3Sn1,-0.4,5,"{'*CO': 0.999999999982985, '*CHO': 8.835232019558835e-12, '*COH': 5.780037177219728e-17, '*CH2O': 1.6377146037125516e-23, '*CHOH': 3.285757401148055e-19, '*C': 7.847674915307423e-19, '*CH3O': 4.806887455726958e-22, '*CH2OH': 3.9299429362591645e-18, '*CH': 5.6920787001192125e-22, '*O': 9.798586959102303e-26, '*CH3OH': 1.8139146549052874e-21, '*CH2': 4.292355549775504e-21, '*OH': 7.941679859594537e-16, '*CH3': 3.802491872843231e-19, '*H2O': 4.354997722271657e-19, '*CH4': 9.994524436745766e-28}",-0.00017112696330201516,1.0174200423534945e-10,4.3102039837353725e-11,3.547395449308619e-15
1539,Cu3Sn1,-0.4,6,"{'*CO': 0.9999999999909421, '*CHO': 8.79023516700606e-13, '*COH': 5.752040625181304e-18, '*CH2O': 5.193398443291814e-25, '*CHOH': 1.8020584918951865e-20, '*C': 8.442298176480024e-20, '*CH3O': 1.894334920495606e-23, '*CH2OH': 2.153128540853451e-19, '*CH': 4.413115827209841e-23, '*O': 1.4471141797103765e-25, '*CH3OH': 4.5682088039311593e-23, '*CH2': 3.0212175485289463e-22, '*OH': 1.1526987769169652e-16, '*CH3': 2.778001630220016e-20, '*H2O': 4.354997722281453e-19, '*CH4': 3.080040749867482e-29}",0.0005185926107387218,3.2263665794726853e-12,1.085492734291139e-12,1.0914842425229873e-16
1540,Cu3Sn1,-0.3,0,"{'*CO': 0.9999999816393688, '*CHO': 1.8299309732107963e-08, '*COH': 1.1996556155881607e-13, '*CH2O': 1.248071061226922e-18, '*CHOH': 4.340804469542248e-15, '*C': 1.386373811373227e-15, '*CH3O': 1.874471314724581e-17, '*CH2OH': 5.0018389135787073e-14, '*CH': 3.987520875941644e-18, '*O': 2.220122925145534e-23, '*CH3OH': 2.547862681097303e-16, '*CH2': 3.967700492971252e-17, '*OH': 5.2963564229570246e-11, '*CH3': 3.2742833785218484e-15, '*H2O': 4.355028596669578e-19, '*CH4': 1.2146701489238996e-22}",-0.0001720590035603209,7.753564077007771e-06,6.0542031833629415e-06,4.4859181106139546e-10
1541,Cu3Sn1,-0.3,1,"{'*CO': 0.9999999981675064, '*CHO': 1.8223295871144395e-09, '*COH': 1.1933288948577318e-14, '*CH2O': 4.3044048763496447e-20, '*CHOH': 2.4844880176914516e-16, '*C': 1.3929810840223783e-16, '*CH3O': 7.852478009764368e-19, '*CH2OH': 2.9142482625695194e-15, '*CH': 2.6164005935106006e-19, '*O': 1.8402777607401563e-24, '*CH3OH': 7.38760117375583e-18, '*CH2': 2.4101644467694773e-18, '*OH': 1.969837870448687e-12, '*CH3': 2.0048673574228187e-16, '*H2O': 4.354998146513326e-19, '*CH4': 3.47789441126501e-24}",-0.00017121920787843692,2.6740848385149436e-07,1.7554336375893664e-07,1.25596129421453e-11
1542,Cu3Sn1,-0.3,2,"{'*CO': 0.9999999998103483, '*CHO': 1.8140302620129628e-10, '*COH': 1.1870825062500427e-15, '*CH2O': 1.4471740965669476e-21, '*CHOH': 1.4156085600204503e-17, '*C': 1.472107141426709e-17, '*CH3O': 3.229025969537867e-20, '*CH2OH': 1.6807934900089717e-16, '*CH': 1.768592795693279e-20, '*O': 4.331532283943449e-25, '*CH3OH': 2.0702813043695163e-19, '*CH2': 1.500221743911837e-19, '*OH': 6.845593776116263e-14, '*CH3': 1.2618507316851961e-17, '*H2O': 4.354997727475747e-19, '*CH4': 9.977306660021581e-26}",-0.00017113573498761525,8.99047933800103e-09,4.9193795868043635e-09,3.562573865261888e-13
1543,Cu3Sn1,-0.3,3,"{'*CO': 0.9999999999737662, '*CHO': 1.805257381205355e-11, '*COH': 1.1810106955767895e-16, '*CH2O': 4.7436527114036205e-23, '*CHOH': 8.014397136885817e-19, '*C': 1.5676654590048095e-18, '*CH3O': 1.3035305005182508e-21, '*CH2OH': 9.577548024611659e-18, '*CH': 1.2705324077711909e-21, '*O': 1.404453153884199e-25, '*CH3OH': 5.596156953015181e-21, '*CH2': 9.861434089516676e-21, '*OH': 2.309881146458955e-15, '*CH3': 8.632184092461171e-19, '*H2O': 4.354997722297847e-19, '*CH4': 2.9525538527315153e-27}",-0.00017112743171310285,2.946964832337565e-10,1.329752638982559e-10,1.0488780866345392e-14
1544,Cu3Sn1,-0.3,4,"{'*CO': 0.999999999990025, '*CHO': 1.7961528495997892e-12, '*COH': 1.1752014088026839e-17, '*CH2O': 1.516076541826361e-24, '*CHOH': 4.455266443779839e-20, '*C': 1.682387011592796e-19, '*CH3O': 5.1663214819942725e-23, '*CH2OH': 5.328205605685683e-19, '*CH': 9.689777194696738e-23, '*O': 4.431078595224814e-26, '*CH3OH': 1.441778771382377e-22, '*CH2': 6.836228271164047e-22, '*OH': 7.31712959764518e-17, '*CH3': 6.217772636676885e-20, '*H2O': 4.354997722277779e-19, '*CH4': 9.024661156940919e-29}",-0.00017112660560059112,9.418531506646136e-12,3.425938804382112e-12,3.1991821117121676e-16
1545,Cu3Sn1,-0.3,5,"{'*CO': 0.9999999999916424, '*CHO': 1.7868528152652318e-13, '*COH': 1.1697330485945905e-18, '*CH2O': 4.7247333376526514e-26, '*CHOH': 2.283282185894794e-21, '*C': 1.8196641646861474e-20, '*CH3O': 2.010438592757513e-24, '*CH2OH': 2.716996102172908e-20, '*CH': 7.738590474588781e-24, '*O': 7.291122590847352e-25, '*CH3OH': 3.323749319348849e-24, '*CH2': 4.9459039016375097e-23, '*OH': 1.1949589248966582e-16, '*CH3': 4.654102132680934e-21, '*H2O': 4.354997722284288e-19, '*CH4': 2.8118144909211924e-30}",-0.0008608456931611386,2.9352112887107465e-13,7.897856450111302e-14,9.95970635246956e-18
1546,Cu3Sn1,-0.3,6,"{'*CO': 0.9999999999918033, '*CHO': 1.7774964488626515e-14, '*COH': 1.1646704944995553e-19, '*CH2O': 1.4358726898002893e-27, '*CHOH': 8.456127022593466e-23, '*C': 1.9837135345917596e-21, '*CH3O': 7.685805207892747e-26, '*CH2OH': 9.954193379230153e-22, '*CH': 6.360965366706892e-25, '*O': 1.550763969471905e-23, '*CH3OH': 5.373910119874406e-26, '*CH2': 3.501381470472575e-24, '*OH': 2.5375806058598556e-16, '*CH3': 3.554424391941105e-22, '*H2O': 4.354997722285151e-19, '*CH4': 8.767985060059996e-32}",0.0005185926545010489,8.920270049245089e-15,1.2769425917741384e-15,3.104843841970243e-19
1547,Cu3Sn1,-0.2,0,"{'*CO': 0.9999999996210092, '*CHO': 3.706146914563031e-10, '*COH': 2.425672405773812e-15, '*CH2O': 4.148918333073587e-21, '*CHOH': 3.439265612410464e-17, '*C': 2.9498922271559886e-17, '*CH3O': 8.691301550505546e-20, '*CH2OH': 4.070656673280856e-16, '*CH': 4.047607727393054e-20, '*O': 6.35572385001515e-25, '*CH3OH': 6.285721586346027e-19, '*CH2': 3.5253929392215237e-19, '*OH': 1.944630743079869e-13, '*CH3': 2.926020591585352e-17, '*H2O': 4.354997743034267e-19, '*CH4': 2.987315476978714e-25}",-0.00017114535531703723,2.577489787651557e-08,1.493606226117331e-08,1.069490961215418e-12
1548,Cu3Sn1,-0.2,1,"{'*CO': 0.9999999999549293, '*CHO': 3.688515564405001e-11, '*COH': 2.413155194161394e-16, '*CH2O': 1.370674625066252e-22, '*CHOH': 1.951931511781645e-18, '*C': 3.133919480813447e-18, '*CH3O': 3.528680429834822e-21, '*CH2OH': 2.3293904069972126e-17, '*CH': 2.8525415924952903e-21, '*O': 1.9647860789058808e-25, '*CH3OH': 1.719023324457486e-20, '*CH2': 2.275759109181522e-20, '*OH': 6.5914898063959645e-15, '*CH3': 1.9695495612018658e-18, '*H2O': 4.35499772245232e-19, '*CH4': 8.750370462584541e-27}",-0.00017112838881416792,8.515231114911249e-10,4.0847242515925066e-10,3.1121017385283785e-14
